0	1.1401664
0.02492114	0.96619245
0.049842281	0.84231708
0.074763421	0.73202495
0.099684562	0.62753629
0.1246057	0.55433925
0.14952684	0.56530357
0.17444798	0.62281413
0.19936912	0.66771915
0.22429026	0.72796482
0.2492114	0.79265561
0.27413254	0.88034351
0.29905369	0.94560185
0.32397483	0.96506162
0.34889597	0.95440781
0.37381711	0.94067468
0.39873825	0.92139358
0.42365939	0.88438919
0.44858053	0.83527459
0.47350167	0.7902354
0.49842281	0.76400969
0.52334395	0.76715795
0.54826509	0.77526644
0.57318623	0.78557389
0.59810737	0.81159133
0.62302851	0.8609792
0.64794965	0.92100264
0.67287079	0.96984804
0.69779193	0.99801982
0.72271307	1.0143007
0.74763421	1.025531
0.77255535	1.0260752
0.79747649	1.0013153
0.82239763	0.95975755
0.84731877	0.91787627
0.87223991	0.87454929
0.89716106	0.83590976
0.9220822	0.80626355
0.94700334	0.78516211
0.97192448	0.77263672
0.99684562	0.77499377
1.0217668	0.78741854
1.0466879	0.80507658
1.071609	0.82447189
1.0965302	0.85126818
1.1214513	0.86862621
1.1463725	0.88042906
1.1712936	0.89266999
1.1962147	0.8900777
1.2211359	0.88377556
1.246057	0.87081286
1.2709782	0.85629258
1.2958993	0.84224617
1.3208204	0.82788832
1.3457416	0.82130299
1.3706627	0.81987663
1.3955839	0.82271941
1.420505	0.83332937
1.4454261	0.84412414
1.4703473	0.86378413
1.4952684	0.88499461
1.5201896	0.90576293
1.5451107	0.91682677
1.5700318	0.92684562
1.594953	0.92984411
1.6198741	0.92805252
1.6447953	0.91775217
1.6697164	0.90674631
1.6946375	0.89024423
1.7195587	0.87144749
1.7444798	0.85667561
1.769401	0.84695141
1.7943221	0.83091965
1.8192433	0.8239384
1.8441644	0.82849633
1.8690855	0.83070459
1.8940067	0.83917346
1.9189278	0.84339651
1.943849	0.8554313
1.9687701	0.85941246
1.9936912	0.86448657
2.0186124	0.86866806
2.0435335	0.86902987
2.0684547	0.86476598
2.0933758	0.86320055
2.1182969	0.85508601
2.1432181	0.85242138
2.1681392	0.84880081
2.1930604	0.84306072
2.2179815	0.84331229
2.2429026	0.84559442
2.2678238	0.85236769
2.2927449	0.85768658
2.3176661	0.86728748
2.3425872	0.87559816
2.3675083	0.88446894
2.3924295	0.89179266
2.4173506	0.89528071
2.4422718	0.89705817
2.4671929	0.896445
2.492114	0.89473381
